INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162077516,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,,09/22/2016 09:47:00 AM,9,2016,9,Thursday,Part One,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)"
I162057817,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,143,,07/20/2016 01:31:00 PM,13,2016,7,Wednesday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162046822,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,808,,06/13/2016 05:15:00 PM,17,2016,6,Monday,Part One,EVERETT ST,42.35973903,-71.13678784,"(42.35973903, -71.13678784)"
I162031237,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,782,,04/22/2016 03:02:08 PM,15,2016,4,Friday,Part One,GORDON ST,42.35366255,-71.14074288,"(42.35366255, -71.14074288)"
I162031592,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,457,,04/23/2016 07:16:00 PM,19,2016,4,Saturday,Part One,BRADSHAW ST,42.29855717,-71.08348265,"(42.29855717, -71.08348265)"
I162021359,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,29,,03/19/2016 07:16:00 AM,7,2016,3,Saturday,Part One,CHELSEA ST,42.37172266,-71.03665549,"(42.37172266, -71.03665549)"
I162069413,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,318,,08/26/2016 08:00:00 PM,20,2016,8,Friday,Part One,ELM HILL AVE,42.30866068,-71.08818433,"(42.30866068, -71.08818433)"
I162067494,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,784,,08/20/2016 01:38:00 PM,13,2016,8,Saturday,Part One,CAMBRIDGE ST,42.3499624,-71.14762531,"(42.3499624, -71.14762531)"
I162063458,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,446,,08/07/2016 07:38:00 PM,19,2016,8,Sunday,Part One,THANE ST,42.29673351,-71.07618648,"(42.29673351, -71.07618648)"
I162055103,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,256,,07/11/2016 12:45:00 PM,12,2016,7,Monday,Part One,OCEAN VIEW DR,42.31928129,-71.03870097,"(42.31928129, -71.03870097)"
I162044704,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,,,06/07/2016 01:15:00 AM,1,2016,6,Tuesday,Part One,,,,"(0E-8, 0E-8)"
I162021099,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,175,,01/27/2016 09:21:00 AM,9,2016,1,Wednesday,Part One,TOPEKA ST,42.33280882,-71.06729226,"(42.33280882, -71.06729226)"
I162010157,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,345,,02/07/2016 01:11:00 AM,1,2016,2,Sunday,Part One,ARCADIA ST,42.3020276,-71.06056529,"(42.3020276, -71.06056529)"
I162007481,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,809,,01/28/2016 03:02:00 PM,15,2016,1,Thursday,Part One,ALDIE ST,42.35875695,-71.13411555,"(42.35875695, -71.13411555)"
I162003266,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,342,,01/12/2016 05:58:00 PM,17,2016,1,Tuesday,Part One,GENEVA AVE,42.30288559,-71.07056121,"(42.30288559, -71.07056121)"
I162039574,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,249,,05/21/2016 01:15:00 AM,1,2016,5,Saturday,Part One,SAVIN HILL AVE,42.3117771,-71.0540209,"(42.3117771, -71.0540209)"
I162066367,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,24,,08/16/2016 10:58:00 PM,22,2016,8,Tuesday,Part One,MERIDIAN ST,42.37901498,-71.03920664,"(42.37901498, -71.03920664)"
I162044321,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,457,,06/05/2016 06:53:00 PM,18,2016,6,Sunday,Part One,BRADSHAW ST,42.29890415,-71.08187549,"(42.29890415, -71.08187549)"
I162032640,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,461,,04/27/2016 08:00:00 AM,8,2016,4,Wednesday,Part One,ELDON ST,42.3032397,-71.07785396,"(42.3032397, -71.07785396)"
I162000098,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,466,,01/01/2016 04:37:00 AM,4,2016,1,Friday,Part One,GREENDALE RD,42.28553375,-71.09422962,"(42.28553375, -71.09422962)"
I162077614,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,317,Y,09/22/2016 04:24:00 PM,16,2016,9,Thursday,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I162013537,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,518,,02/19/2016 08:30:00 AM,8,2016,2,Friday,Part One,DANA AVE,42.24725578,-71.11958581,"(42.24725578, -71.11958581)"
I162030172,00562,Other Burglary,BURGLARY - OTHER - NO FORCE,E5,732,,04/18/2016 09:22:00 PM,21,2016,4,Monday,Part One,PERHAM ST,42.28244089,-71.16366312,"(42.28244089, -71.16366312)"
I162002352,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,605,,01/09/2016 10:31:00 AM,10,2016,1,Saturday,Part One,HUNTINGTON AVE,42.33322007,-71.10943943,"(42.33322007, -71.10943943)"
I162021587,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,345,,03/19/2016 12:00:00 PM,12,2016,3,Saturday,Part One,WESTVILLE ST,42.30138747,-71.0658424,"(42.30138747, -71.0658424)"
I162050815,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,20,,06/26/2016 05:23:00 PM,17,2016,6,Sunday,Part One,PUTNAM ST,42.37748174,-71.03128681,"(42.37748174, -71.03128681)"
I162052056,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,345,,06/30/2016 08:36:00 PM,20,2016,6,Thursday,Part One,DRAPER ST,42.30358612,-71.06437082,"(42.30358612, -71.06437082)"
I162030386,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,464,,04/19/2016 05:08:00 PM,17,2016,4,Tuesday,Part One,BLUE HILL AVE,42.28822289,-71.09027227,"(42.28822289, -71.09027227)"
I162039009,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,325,,05/19/2016 07:18:00 AM,7,2016,5,Thursday,Part One,QUINCY ST,42.31369016,-71.07696741,"(42.31369016, -71.07696741)"
I162067688,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,348,,08/21/2016 06:00:00 AM,6,2016,8,Sunday,Part One,DORCHESTER AVE,42.30514171,-71.05898128,"(42.30514171, -71.05898128)"
I162075255,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,194,,09/15/2016 04:06:00 AM,4,2016,9,Thursday,Part One,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I162005784,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D14,798,,01/22/2016 02:56:00 AM,2,2016,1,Friday,Part One,COMMONWEALTH AVE,42.35199203,-71.12223341,"(42.35199203, -71.12223341)"
I162044634,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,367,,06/06/2016 07:46:00 PM,19,2016,6,Monday,Part One,VICTORY RD,42.29578949,-71.05581808,"(42.29578949, -71.05581808)"
I162042446,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,174,,05/30/2016 06:03:00 PM,18,2016,5,Monday,Part One,DORCHESTER AVE,42.32971683,-71.05696834,"(42.32971683, -71.05696834)"
I162034217,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,798,,05/02/2016 08:41:00 PM,20,2016,5,Monday,Part One,COMMONWEALTH AVE,42.35199203,-71.12223341,"(42.35199203, -71.12223341)"
I162081692,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,801,,10/05/2016 05:15:00 PM,17,2016,10,Wednesday,Part One,GARDNER ST,42.35351814,-71.13117064,"(42.35351814, -71.13117064)"
I162079072,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,270,,09/27/2016 10:35:00 AM,10,2016,9,Tuesday,Part One,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)"
I162027274,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,936,,04/08/2016 04:25:00 PM,16,2016,4,Friday,Part One,CROWLEY-ROGERS WAY,42.33888909,-71.05289796,"(42.33888909, -71.05289796)"
I162025890,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,619,,04/03/2016 08:07:00 PM,20,2016,4,Sunday,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
I162044900,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,06/07/2016 03:30:00 PM,15,2016,6,Tuesday,Part One,PRATT ST,42.35501072,-71.12887911,"(42.35501072, -71.12887911)"
I162038045,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,,,05/16/2016 12:41:00 AM,0,2016,5,Monday,Part One,,,,"(0E-8, 0E-8)"
I162074282,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,352,,09/12/2016 04:11:05 AM,4,2016,9,Monday,Part One,ADAMS ST,42.30203902,-71.06009072,"(42.30203902, -71.06009072)"
I162032162,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,459,,04/25/2016 04:20:00 PM,16,2016,4,Monday,Part One,ERIE ST,42.3031568,-71.07874799,"(42.3031568, -71.07874799)"
I162010080,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,485,,02/06/2016 06:48:00 PM,18,2016,2,Saturday,Part One,RIVER ST,42.26491468,-71.09952993,"(42.26491468, -71.09952993)"
I162037542,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,624,,05/14/2016 02:13:00 AM,2,2016,5,Saturday,Part One,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.0964439)"
I162077787,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,320,,09/22/2016 11:30:00 PM,23,2016,9,Thursday,Part One,BLUE HILL AVE,42.3088984,-71.0830519,"(42.3088984, -71.0830519)"
I162019565,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,565,,03/13/2016 04:22:00 AM,4,2016,3,Sunday,Part One,OSPREY WAY,42.2920332,-71.093993,"(42.2920332, -71.093993)"
I162028891,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,188,,04/14/2016 08:18:00 AM,8,2016,4,Thursday,Part One,DORCHESTER AVE,42.32206077,-71.05680459,"(42.32206077, -71.05680459)"
I162072275,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,288,,09/05/2016 02:34:00 AM,2,2016,9,Monday,Part One,PUTNAM ST,42.32989215,-71.08894552,"(42.32989215, -71.08894552)"
I162008240,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,,,01/31/2016 06:36:00 AM,6,2016,1,Sunday,Part One,,,,"(0E-8, 0E-8)"
I162010017,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,135,,02/06/2016 02:16:00 PM,14,2016,2,Saturday,Part One,MARLBOROUGH ST,42.35196813,-71.08200943,"(42.35196813, -71.08200943)"
I162016201,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,156,,02/29/2016 08:15:00 PM,20,2016,2,Monday,Part One,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.33930275, -71.07912378)"
I162072530,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,503,,09/06/2016 01:50:00 AM,1,2016,9,Tuesday,Part One,AMERICAN LEGION HWY,42.2867659,-71.10837643,"(42.2867659, -71.10837643)"
I162028373,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,358,,04/12/2016 04:07:00 PM,16,2016,4,Tuesday,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I162070022,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,572,,08/28/2016 09:00:00 PM,21,2016,8,Sunday,Part One,COLUMBUS AVE,42.31544795,-71.09817611,"(42.31544795, -71.09817611)"
I162038047,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A1,66,,05/16/2016 01:12:00 AM,1,2016,5,Monday,Part One,REVERE ST,42.35950778,-71.06920819,"(42.35950778, -71.06920819)"
I162072288,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,801,,09/04/2016 10:30:00 PM,22,2016,9,Sunday,Part One,HIGHGATE ST,42.35511273,-71.1316983,"(42.35511273, -71.1316983)"
I162040668,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,177,,05/23/2016 12:00:00 AM,0,2016,5,Monday,Part One,MASSACHUSETTS AVE,42.32856401,-71.06835343,"(42.32856401, -71.06835343)"
I162004149,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,,,01/15/2016 09:06:00 PM,21,2016,1,Friday,Part One,,,,"(0E-8, 0E-8)"
I162073387,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,578,,09/04/2016 12:00:00 PM,12,2016,9,Sunday,Part One,FORBES ST,42.31949837,-71.10545221,"(42.31949837, -71.10545221)"
I162014485,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,607,,02/12/2016 12:00:00 PM,12,2016,2,Friday,Part One,HEATH ST,42.32665471,-71.10679596,"(42.32665471, -71.10679596)"
I162009550,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,318,Y,02/04/2016 05:46:00 PM,17,2016,2,Thursday,Part One,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I162004640,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,766,,01/17/2016 07:30:00 PM,19,2016,1,Sunday,Part One,FANEUIL ST,42.35439243,-71.15736384,"(42.35439243, -71.15736384)"
I162022410,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,25,,03/22/2016 06:30:00 AM,6,2016,3,Tuesday,Part One,WHITE ST,42.38053783,-71.03848019,"(42.38053783, -71.03848019)"
I162070083,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,352,,08/29/2016 04:42:00 AM,4,2016,8,Monday,Part One,ADAMS ST,42.30171653,-71.05991401,"(42.30171653, -71.05991401)"
I162025893,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,765,,04/03/2016 08:29:00 PM,20,2016,4,Sunday,Part One,FALKLAND ST,42.35442573,-71.15822281,"(42.35442573, -71.15822281)"
I162059419,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,521,,07/25/2016 08:30:00 AM,8,2016,7,Monday,Part One,DANA AVE,42.25326734,-71.12385963,"(42.25326734, -71.12385963)"
I162059679,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,A1,95,,07/26/2016 03:05:00 PM,15,2016,7,Tuesday,Part One,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
I162006776,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,623,,01/26/2016 01:15:00 AM,1,2016,1,Tuesday,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I162021685,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,75,,03/20/2016 01:45:00 AM,1,2016,3,Sunday,Part One,PORTLAND ST,42.36348515,-71.0608421,"(42.36348515, -71.0608421)"
I162019070,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,E18,520,,03/11/2016 12:37:00 PM,12,2016,3,Friday,Part One,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)"
I162049070,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,334,,06/20/2016 09:47:00 PM,21,2016,6,Monday,Part One,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I162049898,00560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,,06/23/2016 02:41:00 PM,14,2016,6,Thursday,Part One,RIVER ST,42.25719149,-71.12001776,"(42.25719149, -71.12001776)"
I162064140,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,111,,08/10/2016 04:15:00 AM,4,2016,8,Wednesday,Part One,AVERY ST,42.3532601,-71.06283216,"(42.3532601, -71.06283216)"
I162053230,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,373,,07/05/2016 02:25:00 AM,2,2016,7,Tuesday,Part One,WILLIAM T MORRISSEY BLVD,42.29258323,-71.04776198,"(42.29258323, -71.04776198)"
I162063125,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,180,,08/06/2016 04:52:00 PM,16,2016,8,Saturday,Part One,EUSTIS ST,42.32635435,-71.07422322,"(42.32635435, -71.07422322)"
I162003932,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,779,,01/14/2016 09:00:00 AM,9,2016,1,Thursday,Part One,ELMIRA ST,42.35246442,-71.14741089,"(42.35246442, -71.14741089)"
I162010643,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,E5,559,,02/06/2016 10:22:00 PM,22,2016,2,Saturday,Part One,WASHINGTON ST,42.28471678,-71.12998991,"(42.28471678, -71.12998991)"
I162011369,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,469,,02/11/2016 10:27:00 PM,22,2016,2,Thursday,Part One,MATTAPAN ST,42.27732507,-71.09483139,"(42.27732507, -71.09483139)"
I162062946,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,206,,08/05/2016 11:58:00 PM,23,2016,8,Friday,Part One,CONGRESS ST,42.3497436,-71.04749375,"(42.3497436, -71.04749375)"
I162061799,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,297,,08/02/2016 10:37:00 AM,10,2016,8,Tuesday,Part One,WALNUT CT,42.32157947,-71.08523707,"(42.32157947, -71.08523707)"
I162007930,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,101,,01/30/2016 12:48:00 AM,0,2016,1,Saturday,Part One,INDIA ST,42.35847666,-71.05324087,"(42.35847666, -71.05324087)"
I162006290,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,D4,133,,01/24/2016 01:37:00 AM,1,2016,1,Sunday,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I162012003,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,02/14/2016 07:25:00 PM,19,2016,2,Sunday,Part One,AVERY ST,42.35330197,-71.06377969,"(42.35330197, -71.06377969)"
I162028243,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E5,562,,04/11/2016 07:30:00 AM,7,2016,4,Monday,Part One,WASHINGTON ST,42.28788933,-71.12658585,"(42.28788933, -71.12658585)"
I162036725,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,64,,05/11/2016 03:15:00 PM,15,2016,5,Wednesday,Part One,CAMBRIDGE ST,42.36121691,-71.06785977,"(42.36121691, -71.06785977)"
I162003865,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,901,,01/14/2016 10:40:00 PM,22,2016,1,Thursday,Part One,MCGREEVEY WAY,42.33528037,-71.0987126,"(42.33528037, -71.0987126)"
I162017937,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,508,,03/07/2016 02:50:00 PM,14,2016,3,Monday,Part One,HYDE PARK AVE,42.2914365,-71.1179665,"(42.2914365, -71.1179665)"
I162070541,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,805,,08/30/2016 07:50:00 AM,7,2016,8,Tuesday,Part One,LINCOLN ST,42.35864336,-71.14599484,"(42.35864336, -71.14599484)"
I162055218,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,75,,07/08/2016 05:00:00 PM,17,2016,7,Friday,Part One,PORTLAND ST,42.3642384,-71.06165515,"(42.3642384, -71.06165515)"
I162061388,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,566,,08/01/2016 12:55:00 AM,0,2016,8,Monday,Part One,BLUE HILL AVE,42.30339064,-71.08527238,"(42.30339064, -71.08527238)"
I162057749,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C6,221,,07/20/2016 09:20:00 AM,9,2016,7,Wednesday,Part One,EMERSON ST,42.33654812,-71.04328433,"(42.33654812, -71.04328433)"
I162020126,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,312,,03/15/2016 09:33:00 AM,9,2016,3,Tuesday,Part One,HARRISHOF ST,42.31688133,-71.08874073,"(42.31688133, -71.08874073)"
I162059588,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,344,,07/26/2016 10:04:00 AM,10,2016,7,Tuesday,Part One,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)"
I162072424,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,606,,09/04/2016 04:00:00 PM,16,2016,9,Sunday,Part One,HUNTINGTON AVE,42.33296171,-71.1104193,"(42.33296171, -71.1104193)"
I162064064,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,26,,08/09/2016 09:14:00 PM,21,2016,8,Tuesday,Part One,BORDER ST,42.37787573,-71.03995208,"(42.37787573, -71.03995208)"
I162044964,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,296,,06/07/2016 07:47:00 PM,19,2016,6,Tuesday,Part One,MONTROSE ST,42.32353791,-71.08134501,"(42.32353791, -71.08134501)"
I162070988,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,387,,08/30/2016 08:30:00 PM,20,2016,8,Tuesday,Part One,BUTLER ST,42.2719439,-71.06253785,"(42.2719439, -71.06253785)"
I162035221,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,135,,05/06/2016 08:00:00 AM,8,2016,5,Friday,Part One,BEACON ST,42.35218613,-71.08452171,"(42.35218613, -71.08452171)"
I162057929,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,485,,07/20/2016 08:54:00 PM,20,2016,7,Wednesday,Part One,RECTOR RD,42.26618911,-71.10059268,"(42.26618911, -71.10059268)"
I162025528,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,429,,04/02/2016 01:12:00 PM,13,2016,4,Saturday,Part One,MARDEN AVE,42.28479807,-71.08685632,"(42.28479807, -71.08685632)"
I162028545,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,162,,04/12/2016 03:00:00 PM,15,2016,4,Tuesday,Part One,SHAWMUT AVE,42.34622511,-71.06611417,"(42.34622511, -71.06611417)"
I162071579,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,543,,09/02/2016 12:00:00 PM,12,2016,9,Friday,Part One,RIVER ST,42.25550985,-71.12614941,"(42.25550985, -71.12614941)"
I162027002,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,170,,04/07/2016 09:00:00 AM,9,2016,4,Thursday,Part One,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I162039582,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,464,,05/21/2016 04:05:00 AM,4,2016,5,Saturday,Part One,BLUE HILL AVE,42.28822289,-71.09027227,"(42.28822289, -71.09027227)"
I162068907,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,184,,08/24/2016 11:54:00 PM,23,2016,8,Wednesday,Part One,HUMPHREYS PL,42.31922045,-71.06783906,"(42.31922045, -71.06783906)"
I162066086,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,228,,08/13/2016 04:00:00 PM,16,2016,8,Saturday,Part One,P ST,42.33533907,-71.02715964,"(42.33533907, -71.02715964)"
I162021010,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,107,,03/18/2016 02:30:00 AM,2,2016,3,Friday,Part One,DEVONSHIRE ST,42.35544757,-71.05731727,"(42.35544757, -71.05731727)"
I162003885,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,146,,01/15/2016 01:05:00 AM,1,2016,1,Friday,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I162067665,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,247,,08/21/2016 01:58:00 AM,1,2016,8,Sunday,Part One,TREADWAY RD,42.31370929,-71.05824482,"(42.31370929, -71.05824482)"
I162071744,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,,09/03/2016 03:26:00 AM,3,2016,9,Saturday,Part One,GARDNER ST,42.35358822,-71.12689571,"(42.35358822, -71.12689571)"
I162066422,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,21,,08/17/2016 06:54:00 AM,6,2016,8,Wednesday,Part One,PARIS ST,42.37442697,-71.03527876,"(42.37442697, -71.03527876)"
I162075237,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,75,,09/15/2016 12:06:00 AM,0,2016,9,Thursday,Part One,CAUSEWAY ST,42.3649755,-71.062044,"(42.3649755, -71.062044)"
I162029642,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,824,,04/16/2016 09:17:00 PM,21,2016,4,Saturday,Part One,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)"
I162059147,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,301,,07/20/2016 06:00:00 PM,18,2016,7,Wednesday,Part One,FORT AVE,42.32642196,-71.09593823,"(42.32642196, -71.09593823)"
I162024675,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,,03/30/2016 07:00:00 PM,19,2016,3,Wednesday,Part One,CUMMINS HWY,42.2686423,-71.095655,"(42.2686423, -71.095655)"
I162032638,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,461,,04/27/2016 09:10:00 AM,9,2016,4,Wednesday,Part One,ELDON ST,42.3032397,-71.07785396,"(42.3032397, -71.07785396)"
I162081749,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,364,,10/05/2016 06:00:00 PM,18,2016,10,Wednesday,Part One,CENTRE ST,42.29487474,-71.05742148,"(42.29487474, -71.05742148)"
I162001416,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,175,,01/06/2016 04:30:00 AM,4,2016,1,Wednesday,Part One,SOUTHAMPTON ST,,,"(0E-8, 0E-8)"
I162074684,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,237,,09/13/2016 11:57:00 AM,11,2016,9,Tuesday,Part One,EASTMAN ST,42.3198604,-71.0643412,"(42.3198604, -71.0643412)"
